-3,3,19,-45,-20
-9,-15,-8,-5,-28
-24,-13,8,-38,-16
-19,-10,12,-43,-33
-2,-22,14,-35,-31
-26,-17,6,-24,-30
-30,-12,9,-17,-22
-19,-17,-13,-29,-37
-24,3,-15,-12,-11
-18,-8,-3,-17,-6
-20,-14,3,-21,-23
-11,-17,-4,-11,-7
7,8,18,-27,-18
-5,6,-8,4,14
-2,1,12,-41,-20
-26,,,,
