3,-6,19,-25,-6
-7,1,3,-22,-25
-8,-9,7,-15,-2
2,-4,19,-12,-13
-9,-9,10,-25,-10
-2,-11,16,-7,-1
-7,0,26,-18,2
-2,-10,5,-18,-17
-3,-8,13,-11,-4
-21,-10,1,-6,4
-19,-23,5,-10,-5
-10,-2,9,-3,-7
-18,5,-1,-8,2
-3,6,9,-14,-7
-10,0,4,-27,-19
