-1,-22,10,-16,-31
2,-16,14,-27,-5
-9,-13,3,-32,-19
-5,-3,7,-28,-12
-5,-8,-18,-19,-16
-11,7,-2,-25,-16
-16,5,-22,-28,-16
-3,-13,5,-27,-12
-6,-6,12,-23,-16
-16,-5,-4,-10,-16
-11,-6,6,-21,-23
3,-11,4,-16,2
1,6,-16,-13,-4
11,-17,12,-13,-18
-13,-5,-4,-5,-8
